,Scopus SourceID,Title,CiteScore,Percentile,Citation Count,Scholarly Output,Percent Cited,SNIP,SJR,RANK,Rank Out Of,Publisher,Type,OpenAccess,Scopus ASJC Code (Sub-subject Area),Scopus Sub-Subject Area,Quartile,Top 10% (CiteScore Percentile),Scopus SourceID.1,Print-ISSN,E-ISSN,Subject Area
9669,27437.0,Communications in Mathematical Physics,2.34,98.0,2034.0,870.0,71.0,1.796,1.682,1.0,49.0,Springer Nature,Journal,NO,2610.0,Mathematical Physics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/27437,00103616,14320916,Mathematics
9670,27437.0,Communications in Mathematical Physics,2.34,92.0,2034.0,870.0,71.0,1.796,1.682,3.0,40.0,Springer Nature,Journal,NO,3109.0,Statistical and Nonlinear Physics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/27437,00103616,14320916,Physics and Astronomy
9685,18062.0,Sociologia Ruralis,2.34,90.0,208.0,89.0,73.0,1.465,0.737,96.0,1028.0,Wiley-Blackwell,Journal,NO,3312.0,Sociology and Political Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/18062,00380199,14679523,Social Sciences
9732,5600157642.0,Public Policy and Administration,2.34,90.0,124.0,53.0,64.0,1.581,0.843,96.0,1028.0,SAGE,Journal,NO,3312.0,Sociology and Political Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/5600157642,09520767,17494192,Social Sciences
9745,20970.0,Environmental Education Research,2.34,92.0,463.0,198.0,70.0,1.957,0.691,72.0,979.0,Taylor & Francis,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/20970,14695871,13504622,Social Sciences
9782,25848.0,International Studies Quarterly,2.33,94.0,477.0,205.0,71.0,1.825,2.581,25.0,436.0,Oxford University Press,Journal,NO,3320.0,Political Science and International Relations,Quartile 1,Top 10%,https://www.scopus.com/sourceid/25848,00208833,14682478,Social Sciences
9783,25848.0,International Studies Quarterly,2.33,90.0,477.0,205.0,71.0,1.825,2.581,98.0,1028.0,Oxford University Press,Journal,NO,3312.0,Sociology and Political Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/25848,00208833,14682478,Social Sciences
9807,19700190346.0,Consumption Markets and Culture,2.33,95.0,228.0,98.0,73.0,1.690,0.938,13.0,313.0,Taylor & Francis,Journal,NO,3314.0,Anthropology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19700190346,10253866,1477223X,Social Sciences
9818,21100456202.0,Adipocyte,2.33,94.0,49.0,21.0,90.0,0.670,0.914,46.0,841.0,Taylor and Francis,Journal,NO,2700.0,General Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100456202,21623945,2162397X,Medicine
9821,25678.0,Journal of Research on Adolescence,2.32,99.0,453.0,195.0,78.0,1.292,1.171,7.0,771.0,Wiley-Blackwell,Journal,NO,3316.0,Cultural Studies,Quartile 1,Top 10%,https://www.scopus.com/sourceid/25678,10508392,15327795,Social Sciences
9822,25678.0,Journal of Research on Adolescence,2.32,91.0,453.0,195.0,78.0,1.292,1.171,19.0,226.0,Wiley-Blackwell,Journal,NO,3301.0,Social Sciences (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/25678,10508392,15327795,Social Sciences
9825,19295.0,"Gender, Work and Organization",2.32,94.0,265.0,114.0,75.0,1.505,1.129,7.0,121.0,Wiley-Blackwell,Journal,NO,3318.0,Gender Studies,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19295,09686673,14680432,Social Sciences
9830,24829.0,Journal of Political Philosophy,2.32,99.0,167.0,72.0,69.0,3.368,1.224,5.0,489.0,Wiley-Blackwell,Journal,NO,1211.0,Philosophy,Quartile 1,Top 10%,https://www.scopus.com/sourceid/24829,09638016,14679760,Arts and Humanities
9831,24829.0,Journal of Political Philosophy,2.32,90.0,167.0,72.0,69.0,3.368,1.224,99.0,1028.0,Wiley-Blackwell,Journal,NO,3312.0,Sociology and Political Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/24829,09638016,14679760,Social Sciences
9863,21100792547.0,Intractable and Rare Diseases Research,2.32,94.0,265.0,114.0,68.0,1.202,0.709,48.0,841.0,"International Advancement Center for Medicine & Health Research Co., Ltd. (IACMHR Co., Ltd.)",Journal,NO,2700.0,General Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100792547,21863644,2186361X,Medicine
9877,14152.0,Family Process,2.31,91.0,353.0,153.0,76.0,1.405,1.075,20.0,226.0,Wiley-Blackwell,Journal,NO,3301.0,Social Sciences (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/14152,00147370,15455300,Social Sciences
9912,17600155423.0,The International Journal of Transitional Justice,2.31,94.0,196.0,85.0,68.0,1.902,0.724,28.0,528.0,Oxford University Press,Journal,NO,3308.0,Law,Quartile 1,Top 10%,https://www.scopus.com/sourceid/17600155423,17527716,17527724,Social Sciences
9956,24131.0,American Journal of Primatology,2.3,91.0,760.0,331.0,76.0,1.024,1.164,32.0,367.0,Wiley-Blackwell,Journal,NO,1103.0,Animal Science and Zoology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/24131,02752565,10982345,Agricultural and Biological Sciences
9964,13530.0,Journal of the Royal Statistical Society. Series A: Statistics in Society,2.3,91.0,317.0,138.0,64.0,1.788,1.982,17.0,187.0,Wiley-Blackwell,Journal,NO,2613.0,Statistics and Probability,Quartile 1,Top 10%,https://www.scopus.com/sourceid/13530,09641998,1467985X,Mathematics
9965,13530.0,Journal of the Royal Statistical Society. Series A: Statistics in Society,2.3,91.0,317.0,138.0,64.0,1.788,1.982,10.0,110.0,Wiley-Blackwell,Journal,NO,1804.0,"Statistics, Probability and Uncertainty",Quartile 1,Top 10%,https://www.scopus.com/sourceid/13530,09641998,1467985X,Decision Sciences
9966,13530.0,Journal of the Royal Statistical Society. Series A: Statistics in Society,2.3,90.0,317.0,138.0,64.0,1.788,1.982,21.0,226.0,Wiley-Blackwell,Journal,NO,3301.0,Social Sciences (miscellaneous),Quartile 1,Top 10%,https://www.scopus.com/sourceid/13530,09641998,1467985X,Social Sciences
10033,21100255571.0,Medical science monitor basic research,2.29,94.0,218.0,95.0,75.0,-,0.684,49.0,841.0,"International Scientific Literature, Inc",Journal,NO,2700.0,General Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100255571,23254394,23254416,Medicine
10045,21100821132.0,Decision,2.29,90.0,119.0,52.0,69.0,1.380,1.687,11.0,110.0,APA,Journal,NO,1804.0,"Statistics, Probability and Uncertainty",Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100821132,23259965,23259973,Decision Sciences
10053,26156.0,Journal of Oral Rehabilitation,2.28,91.0,769.0,337.0,76.0,1.542,1.170,10.0,114.0,Wiley-Blackwell,Journal,NO,3500.0,General Dentistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/26156,0305182X,13652842,Dentistry
10066,19020.0,"Plant Cell, Tissue and Organ Culture",2.28,92.0,1610.0,706.0,79.0,1.122,0.855,6.0,72.0,Springer Nature,Journal,NO,1108.0,Horticulture,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19020,01676857,15735044,Agricultural and Biological Sciences
10083,22556.0,Journal of Experimental Zoology Part B: Molecular and Developmental Evolution,2.28,90.0,361.0,158.0,75.0,0.940,1.297,34.0,367.0,Wiley-Blackwell,Journal,NO,1103.0,Animal Science and Zoology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22556,15525007,15525015,Agricultural and Biological Sciences
10098,5700168406.0,Active Learning in Higher Education,2.28,92.0,130.0,57.0,68.0,2.323,1.397,76.0,979.0,SAGE,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/5700168406,14697874,17412625,Social Sciences
10139,15039.0,African Affairs,2.27,90.0,232.0,102.0,66.0,2.244,1.869,102.0,1028.0,Oxford University Press,Journal,NO,3312.0,Sociology and Political Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/15039,00019909,14682621,Social Sciences
10149,22021.0,Ibis,2.27,90.0,572.0,252.0,76.0,1.149,1.200,36.0,367.0,Wiley-Blackwell,Journal,YES,1103.0,Animal Science and Zoology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22021,00191019,1474919X,Agricultural and Biological Sciences
10170,13217.0,European Journal of Health Economics,2.27,94.0,635.0,280.0,72.0,1.370,1.153,5.0,86.0,Springer Nature,Journal,NO,2001.0,"Economics, Econometrics and Finance (miscellaneous)",Quartile 1,Top 10%,https://www.scopus.com/sourceid/13217,16187598,14396637,"Economics, Econometrics and Finance"
10172,22035.0,Journal of Avian Biology,2.27,90.0,562.0,248.0,82.0,1.086,1.239,36.0,367.0,Wiley-Blackwell,Journal,NO,1103.0,Animal Science and Zoology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22035,09088857,1600048X,Agricultural and Biological Sciences
10192,21100228518.0,JAMA Otolaryngology - Head and Neck Surgery,2.27,94.0,1617.0,713.0,55.0,1.528,1.462,6.0,99.0,American Medical Association,Journal,NO,2733.0,Otorhinolaryngology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100228518,21686181,2168619X,Medicine
10198,21100409617.0,Bulletin of Mathematical Sciences,2.27,94.0,100.0,44.0,66.0,2.929,2.129,19.0,327.0,Springer Nature,Journal,YES,2600.0,General Mathematics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100409617,16643607,16643615,Mathematics
10215,18787.0,Higher Education,2.26,91.0,729.0,322.0,76.0,2.151,1.782,79.0,979.0,Springer Nature,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/18787,00181560,1573174X,Social Sciences
10233,4700151740.0,Journal of Broadcasting and Electronic Media,2.26,92.0,264.0,117.0,69.0,1.618,1.299,20.0,285.0,Taylor & Francis,Journal,NO,3315.0,Communication,Quartile 1,Top 10%,https://www.scopus.com/sourceid/4700151740,08838151,15506878,Social Sciences
10240,5700177956.0,Journal of Family Communication,2.26,92.0,167.0,74.0,74.0,1.123,0.927,20.0,285.0,Taylor & Francis,Journal,NO,3315.0,Communication,Quartile 1,Top 10%,https://www.scopus.com/sourceid/5700177956,15267431,15327698,Social Sciences
10248,21100202148.0,International Forum of Allergy and Rhinology,2.26,93.0,1321.0,584.0,68.0,1.077,1.345,7.0,99.0,Wiley-Blackwell,Journal,NO,2733.0,Otorhinolaryngology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100202148,20426976,20426984,Medicine
10250,19700201672.0,Journal of the Association of Arab Universities for Basic and Applied Sciences,2.26,93.0,172.0,76.0,61.0,1.425,0.336,21.0,327.0,Elsevier,Journal,YES,2600.0,General Mathematics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19700201672,18153852,22131574,Mathematics
10259,21100788289.0,Mobile Media and Communication,2.26,92.0,149.0,66.0,76.0,1.134,1.089,20.0,285.0,SAGE,Journal,NO,3315.0,Communication,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100788289,20501579,20501587,Social Sciences
10307,24409.0,Clinical Oral Investigations,2.25,90.0,1844.0,818.0,75.0,1.173,0.986,11.0,114.0,Springer Nature,Journal,NO,3500.0,General Dentistry,Quartile 1,Top 10%,https://www.scopus.com/sourceid/24409,14326981,14363771,Dentistry
10358,22281.0,Reading and Writing,2.24,96.0,518.0,231.0,73.0,1.670,1.372,24.0,671.0,Springer Nature,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22281,09224777,15730905,Social Sciences
10359,22281.0,Reading and Writing,2.24,91.0,518.0,231.0,73.0,1.670,1.372,81.0,979.0,Springer Nature,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22281,09224777,15730905,Social Sciences
10423,26419.0,SIAM Journal on Matrix Analysis and Applications,2.23,94.0,521.0,234.0,66.0,1.747,1.739,7.0,125.0,Society for Industrial and Applied Mathematics,Journal,NO,2603.0,Analysis,Quartile 1,Top 10%,https://www.scopus.com/sourceid/26419,08954798,10957162,Mathematics
10448,21100778765.0,Annual Review of Linguistics,2.23,96.0,87.0,39.0,64.0,1.813,0.977,23.0,618.0,Annual Reviews Inc.,Journal,NO,1203.0,Language and Linguistics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100778765,23339683,23339691,Arts and Humanities
10449,21100778765.0,Annual Review of Linguistics,2.23,96.0,87.0,39.0,64.0,1.813,0.977,26.0,671.0,Annual Reviews Inc.,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100778765,23339683,23339691,Social Sciences
10466,13625.0,Audiology and Neuro-Otology,2.22,92.0,376.0,169.0,75.0,1.109,1.222,8.0,99.0,Karger,Journal,NO,2733.0,Otorhinolaryngology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/13625,14203030,14219700,Medicine
10476,29801.0,Injury,2.22,92.0,3718.0,1675.0,70.0,1.345,0.990,6.0,77.0,Elsevier,Journal,NO,2711.0,Emergency Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/29801,00201383,15723461,Medicine
10530,18697.0,Theory and Society,2.21,99.0,155.0,70.0,67.0,2.158,1.450,5.0,983.0,Springer Nature,Journal,NO,1202.0,History,Quartile 1,Top 10%,https://www.scopus.com/sourceid/18697,03042421,15737853,Arts and Humanities
10535,12978.0,Prehospital Emergency Care,2.21,93.0,569.0,258.0,73.0,1.153,1.286,2.0,23.0,Taylor & Francis,Journal,NO,2907.0,Emergency,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12978,10903127,15450066,Nursing
10536,12978.0,Prehospital Emergency Care,2.21,91.0,569.0,258.0,73.0,1.153,1.286,7.0,77.0,Taylor & Francis,Journal,NO,2711.0,Emergency Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12978,10903127,15450066,Medicine
10554,5700169428.0,Nous,2.21,98.0,247.0,112.0,69.0,2.520,4.041,6.0,489.0,Wiley-Blackwell,Journal,NO,1211.0,Philosophy,Quartile 1,Top 10%,https://www.scopus.com/sourceid/5700169428,00294624,14680068,Arts and Humanities
10592,18534.0,International Journal for Numerical Methods in Fluids,2.2,90.0,756.0,343.0,72.0,1.409,1.183,6.0,55.0,Wiley-Blackwell,Journal,NO,2206.0,Computational Mechanics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/18534,02712091,10970363,Engineering
10609,22848.0,Orthodontics and Craniofacial Research,2.2,97.0,235.0,107.0,70.0,1.549,1.318,1.0,18.0,Wiley-Blackwell,Journal,NO,3505.0,Orthodontics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22848,16016335,16016343,Dentistry
10610,22848.0,Orthodontics and Craniofacial Research,2.2,91.0,235.0,107.0,70.0,1.549,1.318,9.0,99.0,Wiley-Blackwell,Journal,NO,2733.0,Otorhinolaryngology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22848,16016335,16016343,Medicine
10622,145623.0,Tree Genetics and Genomes,2.2,90.0,927.0,422.0,81.0,1.069,0.959,7.0,72.0,Springer Nature,Journal,NO,1108.0,Horticulture,Quartile 1,Top 10%,https://www.scopus.com/sourceid/145623,16142942,16142950,Agricultural and Biological Sciences
10658,19700201037.0,CoDesign,2.2,99.0,112.0,51.0,67.0,1.978,0.626,2.0,397.0,Taylor & Francis,Journal,NO,1213.0,Visual Arts and Performing Arts,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19700201037,15710882,17453755,Arts and Humanities
10659,19700201037.0,CoDesign,2.2,95.0,112.0,51.0,67.0,1.978,0.626,4.0,98.0,Taylor & Francis,Journal,NO,2216.0,Architecture ,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19700201037,15710882,17453755,Engineering
10670,20731.0,Research in Higher Education,2.19,91.0,247.0,113.0,72.0,1.962,1.702,83.0,979.0,Springer Nature,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/20731,03610365,1573188X,Social Sciences
10674,23145.0,Language Learning,2.19,96.0,330.0,151.0,68.0,1.823,1.619,24.0,618.0,Wiley-Blackwell,Journal,NO,1203.0,Language and Linguistics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23145,00238333,14679922,Arts and Humanities
10675,23145.0,Language Learning,2.19,95.0,330.0,151.0,68.0,1.823,1.619,27.0,671.0,Wiley-Blackwell,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23145,00238333,14679922,Social Sciences
10676,23145.0,Language Learning,2.19,91.0,330.0,151.0,68.0,1.823,1.619,83.0,979.0,Wiley-Blackwell,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23145,00238333,14679922,Social Sciences
10677,23574.0,Public Opinion Quarterly,2.19,99.0,289.0,132.0,64.0,1.664,2.145,6.0,983.0,Oxford University Press,Journal,NO,1202.0,History,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23574,0033362X,15375331,Arts and Humanities
10678,23574.0,Public Opinion Quarterly,2.19,94.0,289.0,132.0,64.0,1.664,2.145,7.0,126.0,Oxford University Press,Journal,NO,1207.0,History and Philosophy of Science,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23574,0033362X,15375331,Arts and Humanities
10679,23574.0,Public Opinion Quarterly,2.19,92.0,289.0,132.0,64.0,1.664,2.145,23.0,285.0,Oxford University Press,Journal,NO,3315.0,Communication,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23574,0033362X,15375331,Social Sciences
10680,23574.0,Public Opinion Quarterly,2.19,92.0,289.0,132.0,64.0,1.664,2.145,17.0,213.0,Oxford University Press,Journal,NO,3300.0,General Social Sciences,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23574,0033362X,15375331,Social Sciences
10734,26913.0,Advances in Health Sciences Education,2.18,91.0,502.0,230.0,72.0,1.524,1.640,85.0,979.0,Springer Nature,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/26913,13824996,15731677,Social Sciences
10751,20853.0,Studies in Higher Education,2.18,91.0,847.0,388.0,71.0,1.913,1.513,85.0,979.0,Taylor & Francis,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/20853,03075079,1470174X,Social Sciences
10799,21100852014.0,International Journal of Business Communication,2.18,93.0,111.0,51.0,80.0,1.540,0.866,6.0,86.0,SAGE,Journal,NO,2001.0,"Economics, Econometrics and Finance (miscellaneous)",Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100852014,23294884,23294892,"Economics, Econometrics and Finance"
10800,21100852014.0,International Journal of Business Communication,2.18,92.0,111.0,51.0,80.0,1.540,0.866,6.0,77.0,SAGE,Journal,NO,1401.0,"Business, Management and Accounting (miscellaneous)",Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100852014,23294884,23294892,"Business, Management and Accounting"
10804,28501.0,Journal of Mathematical Imaging and Vision,2.17,99.0,546.0,252.0,67.0,1.437,0.724,1.0,68.0,Springer Nature,Journal,NO,2608.0,Geometry and Topology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/28501,09249907,15737683,Mathematics
10805,28501.0,Journal of Mathematical Imaging and Vision,2.17,90.0,546.0,252.0,67.0,1.437,0.724,19.0,187.0,Springer Nature,Journal,NO,2613.0,Statistics and Probability,Quartile 1,Top 10%,https://www.scopus.com/sourceid/28501,09249907,15737683,Mathematics
10864,4000151806.0,Archives of Medical Science,2.17,93.0,1177.0,542.0,70.0,1.045,0.889,52.0,841.0,Termedia Publishing House Ltd.,Journal,YES,2700.0,General Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/4000151806,17341922,22247939,Medicine
10887,21100200653.0,Information Polity,2.17,91.0,143.0,66.0,59.0,0.935,0.479,25.0,285.0,IOS Press,Journal,NO,3315.0,Communication,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100200653,15701255,18758754,Social Sciences
10895,28527.0,Experimental Economics,2.16,92.0,248.0,115.0,70.0,1.747,2.276,7.0,86.0,Springer Nature,Journal,NO,2001.0,"Economics, Econometrics and Finance (miscellaneous)",Quartile 1,Top 10%,https://www.scopus.com/sourceid/28527,13864157,15736938,"Economics, Econometrics and Finance"
10920,19538.0,Veterinary Pathology,2.16,93.0,916.0,425.0,67.0,1.356,1.078,9.0,154.0,SAGE,Journal,NO,3400.0,General Veterinary,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19538,03009858,15442217,Veterinary
10928,12099.0,British Educational Research Journal,2.16,90.0,374.0,173.0,70.0,1.830,1.361,89.0,979.0,Wiley-Blackwell,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/12099,01411926,14693518,Social Sciences
10934,33918.0,Current Anthropology,2.16,97.0,586.0,271.0,60.0,2.361,1.160,7.0,237.0,University of Chicago Press,Journal,NO,1204.0,Archaeology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/33918,00113204,15375382,Arts and Humanities
10935,33918.0,Current Anthropology,2.16,97.0,586.0,271.0,60.0,2.361,1.160,6.0,230.0,University of Chicago Press,Journal,NO,3302.0,Archaeology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/33918,00113204,15375382,Social Sciences
10936,33918.0,Current Anthropology,2.16,95.0,586.0,271.0,60.0,2.361,1.160,15.0,313.0,University of Chicago Press,Journal,NO,3314.0,Anthropology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/33918,00113204,15375382,Social Sciences
10975,96592.0,Journal of Agrarian Change,2.15,97.0,196.0,91.0,74.0,1.776,1.403,7.0,230.0,Wiley-Blackwell,Journal,NO,3302.0,Archaeology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/96592,14710358,14710366,Social Sciences
10976,96592.0,Journal of Agrarian Change,2.15,96.0,196.0,91.0,74.0,1.776,1.403,8.0,237.0,Wiley-Blackwell,Journal,NO,1204.0,Archaeology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/96592,14710358,14710366,Arts and Humanities
10977,96592.0,Journal of Agrarian Change,2.15,95.0,196.0,91.0,74.0,1.776,1.403,16.0,313.0,Wiley-Blackwell,Journal,NO,3314.0,Anthropology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/96592,14710358,14710366,Social Sciences
11042,21100210920.0,Journal of Electronic Commerce Research,2.15,95.0,129.0,60.0,78.0,0.748,0.940,10.0,190.0,California State University Press,Journal,NO,2000.0,"General Economics, Econometrics and Finance",Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100210920,19389027,15266133,"Economics, Econometrics and Finance"
11057,28831.0,Public Culture,2.14,91.0,171.0,80.0,69.0,1.930,1.193,26.0,285.0,Duke University Press,Journal,NO,3315.0,Communication,Quartile 1,Top 10%,https://www.scopus.com/sourceid/28831,08992363,15278018,Social Sciences
11102,5000157803.0,Bilingualism: Language and Cognition,2.14,95.0,471.0,220.0,68.0,1.516,1.446,26.0,618.0,Cambridge University Press,Journal,NO,1203.0,Language and Linguistics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/5000157803,13667289,14691841,Arts and Humanities
11103,5000157803.0,Bilingualism: Language and Cognition,2.14,95.0,471.0,220.0,68.0,1.516,1.446,29.0,671.0,Cambridge University Press,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/5000157803,13667289,14691841,Social Sciences
11104,5000157803.0,Bilingualism: Language and Cognition,2.14,90.0,471.0,220.0,68.0,1.516,1.446,90.0,979.0,Cambridge University Press,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/5000157803,13667289,14691841,Social Sciences
11122,21100264650.0,European Political Science Review,2.14,93.0,182.0,85.0,65.0,1.596,1.816,29.0,436.0,Cambridge University Press,Journal,NO,3320.0,Political Science and International Relations,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21100264650,17557739,17557747,Social Sciences
11258,19900191719.0,Construction Innovation,2.12,94.0,161.0,76.0,74.0,0.987,0.731,6.0,98.0,Emerald,Journal,NO,2216.0,Architecture ,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19900191719,14714175,14770857,Engineering
11274,25967.0,Social and Cultural Geography,2.11,99.0,329.0,156.0,75.0,1.269,1.467,8.0,771.0,Taylor & Francis,Journal,NO,3316.0,Cultural Studies,Quartile 1,Top 10%,https://www.scopus.com/sourceid/25967,14649365,14701197,Social Sciences
11277,26447.0,Journal of the European Mathematical Society,2.11,92.0,493.0,234.0,70.0,2.298,4.164,24.0,327.0,European Mathematical Society Publishing House,Journal,NO,2600.0,General Mathematics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/26447,14359855,14359863,Mathematics
11279,28554.0,Soft Computing,2.11,97.0,1696.0,802.0,70.0,1.110,0.593,2.0,68.0,Springer Nature,Journal,NO,2608.0,Geometry and Topology,Quartile 1,Top 10%,https://www.scopus.com/sourceid/28554,14327643,14337479,Mathematics
11339,19900195063.0,Frontiers of Medicine,2.11,93.0,396.0,188.0,64.0,0.604,0.913,53.0,841.0,Higher Education Press,Journal,NO,2700.0,General Medicine,Quartile 1,Top 10%,https://www.scopus.com/sourceid/19900195063,20950217,20950225,Medicine
11404,16247.0,Journal of Applied Research in Intellectual Disabilities,2.1,90.0,304.0,145.0,64.0,1.634,0.917,93.0,979.0,Wiley-Blackwell,Journal,NO,3304.0,Education,Quartile 1,Top 10%,https://www.scopus.com/sourceid/16247,13602322,14683148,Social Sciences
11415,6500153241.0,City,2.1,91.0,441.0,210.0,50.0,1.419,1.333,13.0,142.0,Taylor & Francis,Journal,NO,3322.0,Urban Studies,Quartile 1,Top 10%,https://www.scopus.com/sourceid/6500153241,14703629,13604813,Social Sciences
11462,25956.0,ESAIM: Mathematical Modelling and Numerical Analysis,2.09,92.0,465.0,223.0,65.0,1.456,1.966,10.0,125.0,EDP Sciences,Journal,NO,2603.0,Analysis,Quartile 1,Top 10%,https://www.scopus.com/sourceid/25956,0764583X,12903841,Mathematics
11531,17827.0,Mechanics of Advanced Materials and Structures,2.08,92.0,656.0,315.0,63.0,0.925,0.878,26.0,327.0,Taylor & Francis,Journal,NO,2600.0,General Mathematics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/17827,15376494,15376532,Mathematics
11593,27430.0,Chaos,2.07,92.0,1480.0,714.0,65.0,0.829,0.716,4.0,49.0,American Institute of Physics,Journal,NO,2610.0,Mathematical Physics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/27430,10541500,10897682,Mathematics
11601,13880.0,Artificial Intelligence and Law,2.07,94.0,87.0,42.0,83.0,1.888,0.937,32.0,528.0,Springer Nature,Journal,NO,3308.0,Law,Quartile 1,Top 10%,https://www.scopus.com/sourceid/13880,09248463,15728382,Social Sciences
11611,21530.0,Space and Polity,2.07,92.0,124.0,60.0,62.0,1.321,1.294,33.0,436.0,Taylor & Francis,Journal,NO,3320.0,Political Science and International Relations,Quartile 1,Top 10%,https://www.scopus.com/sourceid/21530,13562576,14701235,Social Sciences
11613,22340.0,Research on Language and Social Interaction,2.07,95.0,147.0,71.0,75.0,1.640,1.744,30.0,671.0,Taylor & Francis,Journal,NO,3310.0,Linguistics and Language,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22340,08351813,15327973,Social Sciences
11614,22340.0,Research on Language and Social Interaction,2.07,90.0,147.0,71.0,75.0,1.640,1.744,28.0,285.0,Taylor & Francis,Journal,NO,3315.0,Communication,Quartile 1,Top 10%,https://www.scopus.com/sourceid/22340,08351813,15327973,Social Sciences
11631,23167.0,Language Teaching Research,2.07,95.0,240.0,116.0,65.0,2.097,2.428,27.0,618.0,SAGE,Journal,NO,1203.0,Language and Linguistics,Quartile 1,Top 10%,https://www.scopus.com/sourceid/23167,13621688,14770954,Arts and Humanities
